doctorID,hospital,name,designation,specilization,department,location,profilelink,about,milestones
Medanta393,Medanta,Dr. Karan Ahluwalia,Consultant,"Pediatric Emergencies (Respiratory, Cardiac, Neurological and Surgical) | PICU procedures: (Intubation, Invasive Lines, Tube thoracostomy, Peritoneal Dialysis) | Independent Rounds in the PICU , assessment and treatment planning in coordination with    admitting consultant | FNB (Paediatrics Intensive Care) | M.D.(Paediatrics) | M.B.B.S.",Paediatric Care,Gurugram,https://www.medanta.org/hospitals-near-me/gurugram-hospital/speciality/paediatrics/doctor/dr-karan-ahluwalia,About Dr. Karan Ahluwalia,"Milestones Achieved
All India Rank 11 NEET-SS entrance examination
-
All India Rank 3 DNB-SS entrance examination
-
All India Rank 6 FNB entrance examination
-"
Medanta394,Medanta,Dr. Karan Gupta,Consultant,Minimally invasive Head-Neck Surgery | Transoral Robotic Surgery (TORS) | Robotic Thyroidectomy | Endoscopic Head-Neck surgery | Fellowship in Robotic Head-Neck Surgery | Fellowship in Head-Neck Surgery | Fellowship In Head-Neck and Reconstructive Surgery | DNB (Otolaryngology & Head-Neck Surgery | MS (Otolaryngology & Head-Neck Surgery) | MBBS,Cancer Care,Gurugram,https://www.medanta.org/hospitals-near-me/gurugram-hospital/speciality/oncology/doctor/dr-karan,"About Dr. Karan Gupta

Dr. Karan Gupta specialises in robotic and head-neck surgery. MBBS (Gold Medal) from Maulana Azad Medical College, Delhi, and MS (Gold Medal) from PGIMER, Chandigarh. He completed his fellowship in head-neck surgical oncology at Tata Memorial Hospital (TMH), Mumbai and HCG Cancer Center, Ahmedabad. He completed his fellowship in robotic head-neck surgery at Vattikuti Foundation in Michigan, USA. He studied head-neck surgery at Memorial Sloan Kettering Cancer Centre (MSKCC), New York, USA; Stanford University, California, USA; and University of Toronto, Canada. Transoral Robotic Surgery (TORS),... Continue Reading","Milestones Achieved
Awarded the Resident Award for the Best Oral Presentation at the 37th Annual Conference of Association of Otolaryngologist of India Delhi State Branch & North Zone AOICON
Awarded the 1st prize in Poster presentation at the 2nd Head, Neck & Thyroid Cancer Forum, held at Jalandhar, Punjab.
Stood first in the annual quiz competition of 36th North-west Zone Association of Otolaryngologists of India Conference (NWZ-AOICON)
Awarded the Best Oral Paper award for the paper titled “Long-term follow-up of patients of Skull base aspergillosis after completion of Voriconazole therapy” at 36th North-West zone Association of Otolaryngologists of India Conference (NWZ-AOICON)
Medal of First Order for the Best Postgraduate Student in MS Otolaryngology & Head-Neck Surgery, PGIMER, Chandigarh
2013
Dr. S. Kameswaran Gold Medal for specialty of Otorhinolaryngology for Diplomate of National Board (DNB) by National Board of Examination
2013
Dr. K. C. Goyal Award for Best MBBS Student at Maulana Azad Medical College (MAMC), Delhi.
2018
Capt. S.S.Rampal Gold Medal for Best Student in Medicine & Surgery, at MAMC, Delhi
2018
Dr. O.P. Taneja Gold Medal for Best Student in Surgery, at MAMC
2017
Smt. Mohinder Kaur Memorial Gold Medal for Best Student in Surgery at MAMC
2017
Awarded International Observership Travel Grant by International Federation of Head and Neck Surgeons (IFHNOS) for the year 2018 for a clinical observership at Memorial Sloan Kettering Cancer Centre (MSKCC), New York, USA
2016
Awarded European Society of Medical Oncology (ESMO) Merit Award and Travel Grant Fellowship to attend the ESMO Asia-2018 meet at Singapore
2014
Awarded the Best Poster Award at ESMO Asia-2018 at Singapore for the poster titled “To compare oncological and Quality of life outcomes between Robotic Neck dissection and Open neck dissection for head and Neck Malignancies”.
2014
Awarded the Best Oral Presentation Award at the International Congress of Otolaryngology and Head-Neck Surgery & 92nd Annual Congress of Korean Society of Otolaryngology and Head-Neck Surgery at Seoul, South Korea
2014
Awarded European Society of Medical Oncology (ESMO) TRAVEL GRANT FELLOWSHIP to attend the ESMO Asia-2017 meet at Singapore
2014
Awarded Poster of Distinction Award for the poster on “Transoral robotic surgery for supraglottic malignancies: a feasibility study of a tertiary cancer centre in India” at the annual American Head Neck Society (AHNS)-2017 meet as a part of Combined Otolaryngology Spring Meet (COSM)-2017 at San Diego, California, USA
2012
Awarded the KS award for the Best Video at the Robotic Surgeons Council of India meet held in Mumbai
2012
Stood first in the annual quiz competition of the 27th Annual Conference of All India Rhinology Society (RHINOCON)
Stood first in the annual quiz competition of 37thAnnual Conference of Association of Otolaryngologist of India Delhi State Branch & North Zone AOICON
Awarded the Resident Award for the Best Oral Presentation at the 37th Annual Conference of Association of Otolaryngologist of India Delhi State Branch & North Zone AOICON
Awarded the 1st prize in Poster presentation at the 2nd Head, Neck & Thyroid Cancer Forum, held at Jalandhar, Punjab.
Stood first in the annual quiz competition of 36th North-west Zone Association of Otolaryngologists of India Conference (NWZ-AOICON)
Awarded the Best Oral Paper award for the paper titled “Long-term follow-up of patients of Skull base aspergillosis after completion of Voriconazole therapy” at 36th North-West zone Association of Otolaryngologists of India Conference (NWZ-AOICON)
Medal of First Order for the Best Postgraduate Student in MS Otolaryngology & Head-Neck Surgery, PGIMER, Chandigarh
2013
Dr. S. Kameswaran Gold Medal for specialty of Otorhinolaryngology for Diplomate of National Board (DNB) by National Board of Examination
2013
Dr. K. C. Goyal Award for Best MBBS Student at Maulana Azad Medical College (MAMC), Delhi.
2018
Capt. S.S.Rampal Gold Medal for Best Student in Medicine & Surgery, at MAMC, Delhi
2018
Dr. O.P. Taneja Gold Medal for Best Student in Surgery, at MAMC
2017
Smt. Mohinder Kaur Memorial Gold Medal for Best Student in Surgery at MAMC
2017
Awarded International Observership Travel Grant by International Federation of Head and Neck Surgeons (IFHNOS) for the year 2018 for a clinical observership at Memorial Sloan Kettering Cancer Centre (MSKCC), New York, USA
2016
Awarded European Society of Medical Oncology (ESMO) Merit Award and Travel Grant Fellowship to attend the ESMO Asia-2018 meet at Singapore
2014
Awarded the Best Poster Award at ESMO Asia-2018 at Singapore for the poster titled “To compare oncological and Quality of life outcomes between Robotic Neck dissection and Open neck dissection for head and Neck Malignancies”.
2014
Awarded the Best Oral Presentation Award at the International Congress of Otolaryngology and Head-Neck Surgery & 92nd Annual Congress of Korean Society of Otolaryngology and Head-Neck Surgery at Seoul, South Korea
2014
Awarded European Society of Medical Oncology (ESMO) TRAVEL GRANT FELLOWSHIP to attend the ESMO Asia-2017 meet at Singapore
2014
Awarded Poster of Distinction Award for the poster on “Transoral robotic surgery for supraglottic malignancies: a feasibility study of a tertiary cancer centre in India” at the annual American Head Neck Society (AHNS)-2017 meet as a part of Combined Otolaryngology Spring Meet (COSM)-2017 at San Diego, California, USA
2012
Awarded the KS award for the Best Video at the Robotic Surgeons Council of India meet held in Mumbai
2012
Stood first in the annual quiz competition of the 27th Annual Conference of All India Rhinology Society (RHINOCON)
Stood first in the annual quiz competition of 37thAnnual Conference of Association of Otolaryngologist of India Delhi State Branch & North Zone AOICON
Awarded the Resident Award for the Best Oral Presentation at the 37th Annual Conference of Association of Otolaryngologist of India Delhi State Branch & North Zone AOICON
Awarded the 1st prize in Poster presentation at the 2nd Head, Neck & Thyroid Cancer Forum, held at Jalandhar, Punjab.
Stood first in the annual quiz competition of 36th North-west Zone Association of Otolaryngologists of India Conference (NWZ-AOICON)
Awarded the Best Oral Paper award for the paper titled “Long-term follow-up of patients of Skull base aspergillosis after completion of Voriconazole therapy” at 36th North-West zone Association of Otolaryngologists of India Conference (NWZ-AOICON)"
Medanta395,Medanta,Dr. Kavish Kumar Chaurasia,Consultant,"Interventional Neuroradiology/Endovascular Neurosurgery | Endovascular Surgery & Interventional Radiology | Hepatobiliary, Portal Vein & Oncological Interventions | Image-Guided Procedures in Pain Management | Neuroradiology/Neuroimaging | DM (Neuroimaging and Interventional Radiology) - National Institute of Mental Health and Neurosciences (NIMHANS) | Post-Doctoral Fellowship in Neuro & Vascular Interventional Radiology-  All India Institute of Medical Sciences (AIIMS) | Jodhpur | DNB Radiodiagnosis- MNAMS	National Board of Examinations | European Diploma in Radiology (EDiR) Diplomate of ICRI -European Society of Radiology | MD radiodiagnosis -JN Medical College  AMU | Aligarh    MBBS - JN Medical College AMU | Aligarh",Radiology & Imaging,Lucknow,https://www.medanta.org/hospitals-near-me/lucknow-hospital/speciality/radiology/doctor/dr-kavish-kumar-chaurasia,"About Dr. Kavish Kumar Chaurasia

Dr. Kavish is a experienced medical professional specializing in Neurointerventional surgery & Interventional Radiology. He completed his DM in Neurointervention from the National Institute of Mental Health and Neurosciences (NIMHANS), Bengaluru & one-year Post-Doctoral fellowship in Interventional Radiology at the All India Institute of Medical Sciences (AIIMS), Jodhpur. He has work experience at Medanta Hospital, Indore & Jupiter Hospital Pune. Over the past seven years, he has been extensively trained and has regularly practiced in both neuro and body vascular and nonvascular interventions.",notKnown
Medanta396,Medanta,Dr. Kumar Gaurav,Associate Consultant,PET/CT | Gamma Camera | Low dose iodine therapy | High dose iodine therapy | Lu-177 PSMA therapy | DNB (PD) | DRM | MBBS,Radiology & Imaging,Patna,https://www.medanta.org/hospitals-near-me/patna-hospital/speciality/radiology/doctor/dr-kumar-gaurav-1,"About Dr. Kumar Gaurav

PET/CT
Gamma Camera
Low dose Iodine Therapy & 177 Lu-PSMA Therapy

Dr. Kumar Gaurav is a Nuclear Medicine Physical, who has done his MBBS from UCMS & GTB Hospital, New Delhi (2011 - 2016), DRM from INMAS, New Delhi (2018 -2020) and secondary DNB from Sir Ganga Ram Hospital, New Delhi (2022 - 2024). He has worked in the Delhi State Cancer Institute, New Delhi as a Senior Resident (2020 - 2022). He is well qualified in operating PET/CT using different tracers (e.g - 18 F-FDG, 68 Ga-PSMA, 18 F-PSMA, 68 Ga-DOTA, 68 Ga- FAPI, 18F-Choline), Gamma Camera, Low dose iodine therapy and 177Lu-PSMA therapy for prostate cancer patients.He also has clinical experience in... Continue Reading",notKnown
Medanta397,Medanta,Dr. Kumar Sitanshu Mahan,Consultant,MRI & CT | USG | Conventional Radiology | USG CT Guided Interventional Procedures | MD (Radiology),Radiology & Imaging,Ranchi,https://www.medanta.org/hospitals-near-me/ranchi-hospital/speciality/radiology/doctor/dr-kumar-sitanshu-mahan,"About Dr. Kumar Sitanshu Mahan

Dr. Kumar Sitanshu is Consultant, Radiology in Medanta, Ranchi. He completed MD (Radiology) from RIMS, Ranchi. He specializes in performing MRI, CT, USG, Conventional Radiology and USG CT Guided Interventional Procedures.",notKnown
Medanta398,Medanta,Dr. Kumar Vijay Anand,Consultant,Stroke | Epilepsy | Parkinson and other movement disorders | Neuromuscular Disorders | DM (Neurology) | MD (General Medicine) | MBBS,Neurosciences,Ranchi,https://www.medanta.org/hospitals-near-me/ranchi-hospital/speciality/neurology/doctor/dr-kumar-vijay-anand,"About Dr. Kumar Vijay Anand

: Dr. Kumar Vijay Anand is Consultant, Neurology in Medanta, Ranchi. He completed his MBBS from JLNMCH, Bhagalpur and MD (General Medicine) from GSVM Medical College, Kanpur. He pursued DM (Neurology) from IPGMER, Kolkata. He specializes in treating stroke, epilepsy, neuromuscular disorders, Parkinson disease and other movement disorders.","13, Jul 2023

Comprehensive Trauma Cheatsheet – Meaning, Symptoms, Causes, Treatment & Se..

 By Dr Kumar Vijay Anand

13, Jul 2023

Researchers Develop a New Technique to Map the Brain's Cholesterol Metaboli..

 By Dr Kumar Vijay Anand

12, Oct 2022

Check out chronic headaches causes and treatment

 By Dr Kumar Vijay Anand

27, Jun 2023

Supplemental Vitamin B6 May Lower Anxiety and Depression

 By Dr Kumar Vijay Anand

27, Jun 2023

Experts Believe That Vitamin B is Essential for Improved Memory and Brain F..

 By Dr Kumar Vijay Anand

27, Jun 2023

Mental health: What's normal, what's not?

 By Dr Kumar Vijay Anand

28, Jun 2023

Making yourself Stronger Mentally

 By Dr Kumar Vijay Anand

28, Jun 2023

Your mental well-being affects your family

 By Dr Kumar Vijay Anand

28, Jun 2023

Mythbuster: Ginkgo biloba does not protect against memory loss and dementia

 By Dr Kumar Vijay Anand

28, Jun 2023

Mythbuster: Mental health problems are uncommon

 By Dr Kumar Vijay Anand

13, Jul 2023

Comprehensive Trauma Cheatsheet – Meaning, Symptoms, Causes, Treatment & Se..

 By Dr Kumar Vijay Anand

13, Jul 2023

Researchers Develop a New Technique to Map the Brain's Cholesterol Metaboli..

 By Dr Kumar Vijay Anand

12, Oct 2022

Check out chronic headaches causes and treatment

 By Dr Kumar Vijay Anand

27, Jun 2023

Supplemental Vitamin B6 May Lower Anxiety and Depression

 By Dr Kumar Vijay Anand

27, Jun 2023

Experts Believe That Vitamin B is Essential for Improved Memory and Brain F..

 By Dr Kumar Vijay Anand

27, Jun 2023

Mental health: What's normal, what's not?

 By Dr Kumar Vijay Anand

28, Jun 2023

Making yourself Stronger Mentally

 By Dr Kumar Vijay Anand

28, Jun 2023

Your mental well-being affects your family

 By Dr Kumar Vijay Anand

28, Jun 2023

Mythbuster: Ginkgo biloba does not protect against memory loss and dementia

 By Dr Kumar Vijay Anand

28, Jun 2023

Mythbuster: Mental health problems are uncommon

 By Dr Kumar Vijay Anand

13, Jul 2023

Comprehensive Trauma Cheatsheet – Meaning, Symptoms, Causes, Treatment & Se..

 By Dr Kumar Vijay Anand

13, Jul 2023

Researchers Develop a New Technique to Map the Brain's Cholesterol Metaboli..

 By Dr Kumar Vijay Anand"
Medanta399,Medanta,Dr. Kushagra Gupta,Consultant,M.D. (General and Internal Medicine) | M.B.B.S.,Internal Medicine,Gurugram,https://www.medanta.org/hospitals-near-me/gurugram-hospital/speciality/internal-medicine/doctor/dr-kushagra-gupta,"About Dr. Kushagra Gupta

Dr. Kushagra Gupta is an Consultant, Internal Medicine at Medanta Gurugram. He is trained at various hospitals across the United Kingdom in various medicinal specialties. Dr. Gupta has a special interest in Endocrine, Rheumatological and lifestyle disorders and management.Dr. Kushagra has completed M.D. (General and Internal Medicine) in 2016 from University of Buckingham (UK) and M.B.B.S. from Kurukshetra University in 2011.",notKnown
Medanta400,Medanta,Dr. Kushal Kalvit,Consultant,Mechanical ventilation | Sepsis and septic shock | Hemodynamic monitoring | Cardiogenic shock | Vasopressors / Inotropes | ARDS | Dialysis / CRRT | Acute kidney injury | Point of Care Ultrasound (POCUS) | Coma | Fellowship in Critical Care Medicine | D.M. (Critical Care Medicine) | M.D. (Internal Medicine) | MBBS,Critical Care,Indore,https://www.medanta.org/hospitals-near-me/indore-hospital/speciality/critical-care/doctor/dr-kushal-kalvit,"About Dr. Kushal Kalvit

Dr. Kushal Kalvit has joined as an Consultant - Critical Care Medicine. Prior to joining Medanta, he has worked as Senior Clinical Fellow in Department of Critical Care Medicine at St. Thomas Hospital, London, UK & he has also worked as an Assistant Professor in Department of Anesthesiology, Critical Care Medicine and Pain, Tata Memorial Hospital, Mumbai, India. Dr. Kushal has expertise in managing complex critically ill patients ranging from cardiovascular critical care, neurocritical care, sepsis and oncocritical care. He has experience in advanced mechanical ventilation and multimodal hemo... Continue Reading","Awards/Academic Achievements
Late Shri Sadhuram Shivnani Memorial prize for Final year M.B.B.S. examination.
2017
Gold medal for highest marks in Anatomy in the First year M.B.B.S. University examination.
2017
Gold medal for highest marks in Pathology in the second year M.B.B.S. University examination.
2017
First Prize for poster presentation at the 72nd Annual Conference of the Association of Physicians of India (API) held in Mumbai, India in 2017.
2017
First position (winner) at the North Eastern Postgraduate Haematology Quiz 2017
2017
R.B. Dr. K.P. Sengupta Memorial gold medal for Final year M.B.B.S. examination.
2017
Shri Goving Bapuji Vaidya Memorial gold medal For Final year M.B.B.S. examination.
2019
Late Dr. Narendra Nagendra Sheshadri Memorial gold medal for Final year M.B.B.S. examination.
2017
Shri Laxminarayan Ratanlal Jaiswal Gold medal for Final year M.B.B.S. examination.
2017
Late Madhaorao Shende Ex. Azad Hind Sainik Gold medal for Final year M.B.B.S. examination.
2017
Shri D.B. Bhiwapurkar Gold medal for the subject of General Surgery in M.B.B.S.
2017
IMA Amravati, Dr. N.V. Moodliar Golden Jubilee gold medal for the subject of General Surgery in M.B.B.S.
2017
Shri. Dhanaraj Benilal Jaiswal Memorial gold medal in M.B.B.S.
2017
Shri Sadiq Bhai Ahsan Husain Vali gold medal for the subject of Paediatrics in M.B.B.S.
2017
Ramkali Anantram Bhattacharya Gold medal for Final year M.B.B.S. examination.
2017
Sau Manoramabai Garde Prize for Final year M.B.B.S. examination.
2017
Late Shri G.R. Dewaikar Memorial prize in Final year M.B.B.S. examination.
2017
Late Shri Sadhuram Shivnani Memorial prize for Final year M.B.B.S. examination.
2017
Gold medal for highest marks in Anatomy in the First year M.B.B.S. University examination.
2017
Gold medal for highest marks in Pathology in the second year M.B.B.S. University examination.
2017
First Prize for poster presentation at the 72nd Annual Conference of the Association of Physicians of India (API) held in Mumbai, India in 2017.
2017
First position (winner) at the North Eastern Postgraduate Haematology Quiz 2017
2017
R.B. Dr. K.P. Sengupta Memorial gold medal for Final year M.B.B.S. examination.
2017
Shri Goving Bapuji Vaidya Memorial gold medal For Final year M.B.B.S. examination.
2019
Late Dr. Narendra Nagendra Sheshadri Memorial gold medal for Final year M.B.B.S. examination.
2017
Shri Laxminarayan Ratanlal Jaiswal Gold medal for Final year M.B.B.S. examination.
2017
Late Madhaorao Shende Ex. Azad Hind Sainik Gold medal for Final year M.B.B.S. examination.
2017
Shri D.B. Bhiwapurkar Gold medal for the subject of General Surgery in M.B.B.S.
2017
IMA Amravati, Dr. N.V. Moodliar Golden Jubilee gold medal for the subject of General Surgery in M.B.B.S.
2017
Shri. Dhanaraj Benilal Jaiswal Memorial gold medal in M.B.B.S.
2017
Shri Sadiq Bhai Ahsan Husain Vali gold medal for the subject of Paediatrics in M.B.B.S.
2017
Ramkali Anantram Bhattacharya Gold medal for Final year M.B.B.S. examination.
2017
Sau Manoramabai Garde Prize for Final year M.B.B.S. examination.
2017
Late Shri G.R. Dewaikar Memorial prize in Final year M.B.B.S. examination.
2017
Late Shri Sadhuram Shivnani Memorial prize for Final year M.B.B.S. examination.
2017
Gold medal for highest marks in Anatomy in the First year M.B.B.S. University examination.
2017
Gold medal for highest marks in Pathology in the second year M.B.B.S. University examination.
2017"
Medanta401,Medanta,Dr. Kushal Narang,Consultant,3DCRT/ IMRT/ VMAT/ Tomotherapy | SRS/ SBRT/ CyberKnife | Brachytherapy | Clinical Oncology | Brain Tumors | Head & Neck Cancers | Paediatric Cancers | Genito-Urinary Cancers | M.D. (Radiation Oncology) | Professional Diploma (Clinical Research) | M.B.B.S.,Cancer Care,Gurugram,https://www.medanta.org/hospitals-near-me/gurugram-hospital/speciality/oncology/doctor/dr-kushal-narang,"About Dr. Kushal Narang

With more than 12 years experience in dealing with Cancer patients, Dr Kushal Narang is well-equipped to deal with the medical, social and emotional aspects of the disease. An active academician, he is open to exploring newer treatment modalities through scientic research. His professional aim is to provide holistic care and support to Cancer patients. Dr. Narang specializes in treatment of adult and as well as pediatric, brain and spine tumors, pediatric lymphomas and genitourinary malignities. He has a vast experience in working institutions like Tata Memorial Hospital Mumbai and Sanjay Gand... Continue Reading","Milestones Achieved
3rd prize in “Best Paper” category at the 5th National Conference of Young Radiation Oncologists of India (YROC)
2017
Paper Presentation on Cyber-Knife SRS for Brain Tumors and SBRT for Prostate Cancer"
Medanta402,Medanta,Dr. Lokesh Sharma,Consultant,Childhood onset diabetes | Short stature | Paediatric obesity | Disorders of sexual differentiation | MBBS | MD (paediatrics) | PDCC (Pediatric Endocrinology),Paediatric Care,Lucknow,https://www.medanta.org/hospitals-near-me/lucknow-hospital/speciality/paediatrics/doctor/dr-lokesh-kumar-sharma,"About Dr. Lokesh Sharma

Childhood onset diabetes
Short stature
Paediatric obesity

Specialized to treat pediatric and adolescent endocrinology conditions. Skilled to evaluate and treat all kind of pediatric endocrinology ailments as per national and international standards.","31, Jan 2023

How To Improve Your Sleep with Blood Sugar?

 By Dr. Lokesh Sharma

28, Feb 2023

ब्लड शुगर के साथ अपनी नींद में सुधार के तरीके

27, Jan 2023

सर्दियों में गठिया के दर्द से तुरंत राहत पाने के कुछ उपाय

 By Dr. Lokesh Sharma

31, Jan 2023

5 Things All Parents Should Do to Keep Your Kids' Blood Sugar Levels from R..

 By Dr. Lokesh Sharma

31, Jan 2023

Know How Sleep Can Affect Your Blood Sugar

 By Dr. Lokesh Sharma

31, Jan 2023

How To Improve Your Sleep with Blood Sugar?

 By Dr. Lokesh Sharma

28, Feb 2023

ब्लड शुगर के साथ अपनी नींद में सुधार के तरीके

27, Jan 2023

सर्दियों में गठिया के दर्द से तुरंत राहत पाने के कुछ उपाय

 By Dr. Lokesh Sharma

31, Jan 2023

5 Things All Parents Should Do to Keep Your Kids' Blood Sugar Levels from R..

 By Dr. Lokesh Sharma

31, Jan 2023

Know How Sleep Can Affect Your Blood Sugar

 By Dr. Lokesh Sharma

31, Jan 2023

How To Improve Your Sleep with Blood Sugar?

 By Dr. Lokesh Sharma

28, Feb 2023

ब्लड शुगर के साथ अपनी नींद में सुधार के तरीके"
Medanta403,Medanta,Dr. Manish Khattar,Consultant,Uro-oncology | Andrology | Kidney transplant | Robotics | Reconstructive urology | MCh Urology	AIIMS Delhi | MS General Surgery	AIIMS Delhi | MBBS	AIIMS Delhi,Renal Care,Lucknow,https://www.medanta.org/hospitals-near-me/lucknow-hospital/speciality/urology-nephrology/doctor/dr-manish-khattar,"About Dr. Manish Khattar

Received Dr JR Chawla gold medal for best senior resident in urology
Special interests – Uro-oncology and men’s health initiatives
Proponent of personalised, evidence based care and anti microbial stewardship

Dr. Manish Khattar is an outstanding urologist with an immaculate background in medical education and clinical practice. He completed his MBBS, MS in General Surgery, and MCh in Urology from the prestigious All India Institute of Medical Sciences (AIIMS), Delhi during his stint of 13 years at the institute. His passion for urology led him to pursue specialized training, and he was honored with the Dr. JR Chawla Gold Medal for the best Senior Resident in Urology, recognizing his excellence in patient care and academic achievements.With a strong foundation in both general surgery and urology, Dr... Continue Reading",notKnown
Medanta404,Medanta,Dr. Manish Kumar,Consultant,"Cardiac intensive care including IABP, ECMO. | Perioperative management of complex Cardiac surgical cases and cath lab procedures | Transesophageal echocardiograph()TEE), Transthoracic echocardiography(TTE) | Difficult Airway Management including Tracheostomy | BLS, ACLS, POCUS, ICD insertion, regional anaesthesia in cardiac surgery. | DM ( GB pant institute of postgraduate medical education & research | New Delhi | 2021) | MD ( Institute of medical science | BHU | Varanasi | 2018) | MBBS ( All India institute of medical science | New Delhi | 2011)",Critical Care,Patna,https://www.medanta.org/hospitals-near-me/patna-hospital/speciality/critical-care/doctor/dr-manish-kumar,"About Dr. Manish Kumar

Heart failure management Off pump CABG REDO Valve replacement Heart transplantation
ECMO LVAD RVAD
ICD Insertion and Tracheostomy

Dr Manish kumar MBBS graduate from AIIMS New Delhi is a well-trained cardiac anaesthesiologist from GIPMER (formerly GB PANT hospital New Delhi) having expertise in management of Critical cardiac patients including patient needed mechanical circulatory support like IABPECMOVentricular assist devices and heart transplantation. He is expert in managing perioperative Anesthesia and ICU management of severe LV dysfunction patients needed off pump CABG single/multiple valve replacementredo valve replacement heart transplantation and complex congenital surgery. A deep knowledge about transesophageal... Continue Reading",notKnown
Medanta405,Medanta,Dr. Manish Roy,Consultant,"Gastro Critical Care- ACLF, ALF,HE, Acute pancreatitis | Neuro critical care | Multi Organ Failure management and Invasive Procedures in ICU | Advanced airway and ventilatory management | IDCCM | MD (Medicine)",Critical Care,Lucknow,https://www.medanta.org/hospitals-near-me/lucknow-hospital/speciality/critical-care/doctor/dr-manish-roy,"About Dr. Manish Roy

More than a decade of Critical Care Medicine experience.
Special interest in management of critically ill Gastro- critical care and neuro- critical care.
Engaged in Academics and recent advancements in Critical Care Medicine.

Dr. Manish Roy is a Critical Care Specialist in Medanta, Lucknow. He has been practicing critical care medicine for more than 10 years and has worked in various renowned tertiary care hospitals of India. He has immense experience in managing critically ill patients with Multi organ failure requiring advance forms of life support systems. His main area of interest includes Gastro-ICU, Antimicrobial Stewardship, Sepsis, Hemodynamic monitoring and Advance forms of Mechanical Ventilation.",notKnown
Medanta406,Medanta,Dr. Manisha Jain,Consultant,Multiple myeloma | Coagulation and bleeding disorders | Lymphoma Acute leukemia | Aplastic anemia | MBBS | MD | D.M (Clinical Haematology),Cancer Care,Gurugram,https://www.medanta.org/hospitals-near-me/gurugram-hospital/speciality/oncology/doctor/dr-manisha-jain,"About Dr. Manisha Jain

Experienced in carrying out autologous stem cell transplantation and allogeneic stem cell transplantation [sibling or alternative donor] for benign and malignant hematological disease. Participated in 50+ Bone marrow transplant procedures including Autologous, MSD-Allogenic, MUD-Allogenic and Haplo-identical HSCT.
Participated in 50+ Bone marrow transplant procedures including Autologous, MSD-Allogenic, MUD-Allogenic and Haplo-identical HSCT.

Dr. Manisha Jain is a Haematology and Bone Marrow Transplant Consultant in Medanta, Gurugram. She is a gold medalistin DM Haematology and has won various prizes in oral and poster presentations. She has very vast experience from premierinstitutes like Artemis Hospital and Fortis Memorial Research Institute before joining Medanta. She is well experienced inthe diagnosis and treatment of benign and malignant hematological disorders like aplastic anemia, thalassemia, acuteleukemia, non-Hodgkins and Hodgkins lymphoma, multiple myeloma, myelodysplastic syndrome etc. She is alsoexperienced in the di... Continue Reading","Milestones Achieved
Gold Medalist in DM Clinical Haematology
-"
Medanta407,Medanta,Dr. Manoj Kumar,Consultant,Preventive Cardiology | Diabetes | Infectious Diseases | Hypertension | Geriatric disorders | Thyroid disorders | MBBS | MD | IDCCM,Critical Care,Ranchi,https://www.medanta.org/hospitals-near-me/ranchi-hospital/speciality/critical-care/doctor/dr-manoj-kumar-2,"About Dr. Manoj Kumar

Dr. Manoj Kumar is Consultant, Critical Care and Anaesthesiology in Medanta, Ranchi. He completed MBBS from SCBMCH, Cuttack and MD from GMC Bhavnagar, Gujarat. He pursued IDCCM from Medanta, Ranchi.","Milestones Achieved
Platform presentation at APICON 2005 (Mumbai)"
Medanta408,Medanta,Dr. Mansi Kaushik,Consultant,"Expertise in ECHO, TMT, STRESS ECHO, TEE, Vascular Doppler, Renal Doppler,    Strain Imaging, Dyssynchrony study, Holter. | Executive Health Check & Wellness Centre consultations. | Faculty in ‘Fellowship-Clinical and Preventive Non-Invasive Cardiology’,    Mediversity in collaboration with Medanta Heart Institute. | Faculty in academic activities delivering theory /practical classes, clinical and non-    invasive training sessions for DNB students, National and International Fellows and Observers. | Theory and practical training sessions of technicians in Cardiology Diagnostic labs. | Publication of articles and chapters for journals and books from time to time.    Reviewer in Journal of Indian Academy Of Echocardiography and Journal of Clinical    and Preventive Cardiology | Involved in research activities as co-investigator. Worked as co-investigator in a    global phase 3 clinical study sponsored by ESPERION THERAPAUTICS. | Management of patients with cardiovascular illnesses/emergencies in OPD, IPD,    ICCU, E.R., Heart command centre. | PGDCC (Post Graduate Diploma in Clinical Cardiology) | FNIC (Fellowship in Non –invasive Cardiology) | MBBS (Bachelor of Medicine | Bachelor of Surgery)",Cardiac Care,Gurugram,https://www.medanta.org/hospitals-near-me/gurugram-hospital/speciality/cardiology/doctor/dr-mansi-kaushik,"About Dr. Mansi Kaushik

More than 24 years of clinical experience including 16 years in clinical and preventive cardiology whileworking at super-speciality hospitals including Medanta-The Medicity Hospital Gurgaon, Fortis HospitalNoida, Max super speciality Hospital Delhi.",notKnown
